timestamp,DOY,E11,E12,E13,E13_W,E14,E15,E16,E17,E18,E21,E22,E22_W,E23,E23_W,E24,E25,E26,E26_W,E27,E28,E31,E32,E33,E34,E35,E36,E36_W,E37,E37_W,E38,E41,E42,E43,E43_W,E44,E45,E46,E47,E47_W,E48
6/23/2022 13:55,174,40.90287124,48.09075545,52.48643895,33.93749463,35.73794974,39.57807477,51.25321076,45.94468841,28.70155866,49.90325611,36.06563114,48.90273962,44.39319409,47.87560606,45.34703807,39.28172633,32.51860499,41.32108195,41.29729581,25.4316026,33.57464368,46.59517311,40.63617466,32.20932363,,,,34.16644939,47.0555647,35.73853359,53.4896012,42.73584531,28.76991865,44.57234619,-7.15961109,,,37.23703917,42.1970723,42.0787594
6/23/2022 14:00,174,40.63348922,48.39629487,54.89763753,34.06638785,35.78961969,39.10223355,51.53124267,46.7811539,28.60790265,51.88790914,36.5086423,49.25338513,44.7488975,48.45116224,46.41274199,39.54626895,32.64601548,42.1006033,42.27116242,25.05091242,33.89241918,47.533819,41.07837092,32.35586368,,,,34.26242101,47.65892751,36.35103871,53.9771945,43.51031864,29.67402869,44.74516296,-7.716761652,,,37.46158625,41.92871187,42.05327546
6/23/2022 14:05,174,38.27064522,45.53252486,55.59398554,33.52519961,35.03137954,37.74412627,49.75664229,46.35855236,27.22550795,49.93620909,35.68729575,47.85109682,43.6212274,48.64792657,46.02605356,39.14053182,31.17146516,41.92768522,43.12185136,24.78428989,33.02588548,46.63881796,40.2324237,31.54612813,,,,34.08393731,46.43390361,36.43137231,53.11858621,42.65545089,30.38210607,43.91573663,-8.312997918,,,37.24631799,40.56293054,40.0669635
6/23/2022 14:10,174,37.03916515,45.42114413,57.18223655,33.25064175,35.09435258,37.83208365,48.9689993,46.56404401,27.05285841,50.46228572,35.1087098,47.73207481,42.27633331,47.02845255,45.48489388,38.62092185,30.58994898,41.97594058,42.95646784,24.77056929,33.19829888,46.81706534,39.48094584,31.29912363,,,,33.92490779,45.46987933,36.47108066,52.1434194,41.84707978,30.50728351,43.1396803,-7.677128126,,,36.93937387,40.42164566,38.85345069
6/23/2022 14:15,174,36.90251224,47.99124,57.68290321,33.82924466,36.06969187,39.154485,51.14484888,48.49601772,28.02922982,53.11443256,35.41296205,49.59131619,43.90092278,49.22191255,47.2890119,38.97156448,31.87859942,43.17267673,41.93483034,25.64311072,34.52453863,49.1881168,39.02886114,31.91342786,,,,34.28956786,47.55230851,36.93117129,53.44039541,42.01598893,30.47288616,43.96497807,-7.269435931,,,36.96616855,42.20434015,39.47806246
6/23/2022 14:20,174,36.2542999,47.75387913,58.90438525,33.30915497,36.01826167,38.79468496,51.44424331,47.8521862,27.93859793,52.21298096,34.76437433,49.68390752,43.03664748,47.4245299,46.64550802,38.079599,31.22150065,42.40758343,41.26816853,26.13730189,35.01986874,50.10324141,37.03493154,31.70351752,,,,34.37959686,47.20274322,36.59834828,53.77252059,41.61976664,30.09267351,43.77701544,-7.61607686,,,36.49083208,41.65973534,39.15882643
6/23/2022 14:25,174,36.13881019,46.5862472,59.22791389,32.97161044,35.77233311,38.6400169,51.35778859,47.84529506,28.09519188,50.31005981,34.58801576,49.16102738,42.1489218,47.16421726,44.69761282,36.83460802,30.74946697,42.46978419,40.45363049,26.04867012,34.86355205,50.40798808,36.05944063,31.33002736,,,,34.6074436,46.75563588,36.76822687,52.7964921,40.67127313,29.63082019,43.42211509,-6.95488824,,,36.36314345,41.73053835,38.64484944
6/23/2022 14:30,174,36.3422835,45.38424205,58.70201521,32.59103322,35.37084754,38.19749795,50.49226958,46.68478292,28.27823484,49.46712725,34.37491436,48.65777539,40.83113796,45.11200547,43.03975725,35.7672952,30.07866686,41.2411147,40.14945704,25.4259898,34.73470837,50.46945406,35.71890147,30.67074873,,,,34.73340386,45.64461546,35.7042908,51.90452965,40.02882052,28.55884367,42.40442819,-6.632001755,,,35.42756281,40.88333163,37.70113643
6/23/2022 14:35,174,37.15816339,44.95459611,57.42986581,32.5354806,35.17958929,38.00020785,50.03542443,45.83791035,28.89393962,48.65110864,34.4132874,48.64343567,40.0406254,44.56508193,42.42918751,35.13661572,29.95268729,40.88700234,39.13877289,24.96405145,34.63460662,50.81377664,36.54385142,30.332178,,,,34.75048239,44.53558355,35.64919412,51.44861149,39.97541884,27.85626233,42.02717401,-5.970932456,,,34.7964529,40.99280187,37.5281723
6/23/2022 14:40,174,35.95450222,45.41140728,56.23726274,32.57540644,35.56489726,37.97036677,50.60484143,46.35309826,28.98794951,51.62050422,35.33366455,49.19306874,41.7029263,46.40491926,44.01508616,35.04496597,30.4230925,42.00086599,38.67872258,24.37022758,34.98572815,51.38187279,37.94404325,30.36161963,,,,35.08946115,45.09906119,36.51865675,52.70140745,41.10847366,28.41120463,43.02516052,-5.951942555,,,34.96305883,42.17569201,37.65003612
